type;title;director;cast;country;date_added;release_year;rating;listed_in;description;duration_value;duration_unit;country_count
TV Show;Reality of Dream;Unknown;Sean Jindachot,Jintanutda Lummakanon,Charebelle Lanlalin,Aon Korakot Tunkaew,Attaporn Teemakorn,Rath Rattasin Nalintanapat,Ak Akarat,Geng Wayo Assawarungruang,Pemy Peramin Thabkaew;Unknown;2018-07-31;2015;TV-MA;International TV Shows, Romantic TV Shows, TV Dramas;Five friends from college chase their post-grad dreams of becoming a successful writer, film director, singer, rich wife and out-and-proud hair stylist.;1;Season;0
TV Show;Rebelde;Unknown;Anahí,Dulce María,Alfonso Herrera,Christopher Von Uckermann,Maite Perroni,Christian Chávez,Juan Ferrara,Ninel Conde,Leticia Perdigón,Enrique Rocha;Mexico;2017-12-31;2004;TV-14;International TV Shows, Romantic TV Shows, Spanish-Language TV Shows;Six students at an exclusive prep school, some on scholarship, discover that music can close the class divide.;1;Season;1
TV Show;Rectify;Unknown;Aden Young,Abigail Spencer,J. Smith-Cameron,Clayne Crawford,Luke Kirby,Adelaide Clemens,Jake Austin Walker,Jayson Warner Smith,Bruce McKinnon,J.D. Evermore,Michael O'Neill,Sean Bridgers,Johnny Ray Gill,Sharon Conley,Michael Vartan;United States;2017-03-04;2016;TV-MA;Crime TV Shows, TV Dramas, TV Mysteries;Convicted of rape and murder at age 18, Daniel Holden spends nearly 20 years on death row until DNA evidence brings the verdict into question.;4;Seasons;1
TV Show;Republic of Doyle;Unknown;Allan Hawco,Krystin Pellerin,Marthe Bernard,Mark O'Brien,Sean McGinley,Lynda Boyd,Bob Cole,Steve O'Connell,Sean Panting,Rachel Wilson;Canada;2020-05-28;2014;TV-14;Crime TV Shows, TV Comedies, TV Dramas;A pair of father and son private investigators tries to keep their combustible personal lives in check while tackling an intriguing array of cases.;6;Seasons;1
TV Show;Revenge;Unknown;Lalita Panyopas,Saksit Tangtong,Tao Somchai Khemklad,Tack Parunyu Rojanawuttitum,Pongsatorn Jongwilas,Chaleumpol Tikumpornteerawong,Akarin Akaranitimaytharatt,Kanthi Pitithan,Plerng Pollapakk Vacharaponghiran,Kritteera Inpornwijit;Unknown;2019-05-02;2017;TV-MA;Crime TV Shows, International TV Shows, TV Dramas;After a mother and her daughter are gang-raped by seven men, the daughter suffers a mental breakdown, and the single mom sets out to get revenge.;1;Season;0
TV Show;Revolting Rhymes;Jani Lachauer, Jakob Schuh;Rob Brydon,Bertie Carvel,Gemma Chan,Dominic West,Isaac Hempstead Wright,Bel Powley,Tamsin Greig,Rose Leslie,David Walliams;United Kingdom;2018-02-01;2017;TV-PG;British TV Shows, Kids' TV;Popular fairy tales take on a darkly comic edge in these short animated films based on a book by Roald Dahl and illustrator Quentin Blake.;1;Season;1
TV Show;Rica, Famosa, Latina;Unknown;Unknown;United States;2019-04-26;2016;TV-MA;International TV Shows, Reality TV, Spanish-Language TV Shows;This reality series follows the lives of a group of wealthy, successful Latina women in Los Angeles.;4;Seasons;1
TV Show;Ripper Street;Unknown;Matthew Macfadyen,Jerome Flynn,Adam Rothenberg,David Wilmot,MyAnna Buring,David Dawson,Amanda Hale,Charlene McKenna,Jonathan Barnwell,Clive Russell;United Kingdom, Ireland;2017-09-08;2017;TV-MA;British TV Shows, Crime TV Shows, TV Dramas;It's been six months since the last Jack the Ripper killing, and East London is hopeful that his reign of terror might have run its course.;5;Seasons;2
TV Show;Rishta.com;Unknown;Shruti Seth,Kavi Shastri,Siddhant Karnick,Kavin Dave;India;2018-03-15;2010;TV-14;International TV Shows, Romantic TV Shows, TV Comedies;Partners at an Indian matrimonial agency face endlessly challenging and often impossible demands as they help clients make the perfect match.;1;Season;1
TV Show;Robotech;Unknown;Jean-Claude Ballard,Gregory Snegoff,Cam Clarke,Melissa Newman,Tony Oliver,Larry Abraham,Robert Axelrod,Robert V. Barron;United States, Japan;2016-10-01;1985;TV-MA;Anime Series;When a mysterious spaceship crashes in the Pacific, the people of Earth work to master the science of robotechnology and rebuild the giant fortress.;1;Season;2
TV Show;Roonpi Secret Love;Unknown;Kanyawee Songmuang,Korapat Kirdpan;Thailand;2019-06-21;2016;TV-14;International TV Shows, Romantic TV Shows, Teen TV Shows;High school senior Belle pursues a shy junior boy. Dog-phobic Emma meets a handsome veterinary student. Baking blogger Mielle falls for her critic.;3;Seasons;1
TV Show;Rubi;Unknown;Bárbara Mori,Eduardo Santamarina,Sebastián Rulli,Jacqueline Bracamontes,Ana Martín,Yadhira Carrillo,Miguel Pizarro,Manuel Landeta,Antonio Medellin,Ana Bertha Espín,José Elías Moreno,Olivia Bucio;Mexico;2017-12-31;2004;TV-PG;International TV Shows, Romantic TV Shows, Spanish-Language TV Shows;Ruby, jealous of her wealthy best friend Maribel, cooks up a scheme to marry a millionaire. Hector, Maribel's boyfriend, is her target.;1;Season;1
TV Show;Russell Peters vs. the World;Unknown;Russell Peters;United States;2013-10-14;2013;NR;Docuseries, Stand-Up Comedy & Talk Shows;"A four-part docu-series that's an exclusive, backstage pass to global comedy superstar Russell Peters' record-breaking ""Notorious"" world tour.";1;Season;1
TV Show;Sadqay Tumhare;Ehtesham Uddin;Mahira Khan,Samiya Mumtaz,Adnan Malik,Rehan Sheikh,Sanya Shamshad,Qavi Khan;Pakistan;2016-12-15;2014;TV-PG;International TV Shows, Romantic TV Shows, TV Dramas;An arranged engagement between a village girl and her city cousin shows signs of true love, but an indiscretion decades ago could doom their romance.;1;Season;1
TV Show;Satrangi;Unknown;Deepali Sahay;Unknown;2017-04-01;2014;TV-PG;Docuseries, International TV Shows;Young musicians from 13 states in India demonstrate their cultural heritage by performing regional folk music using traditional instruments.;1;Season;0
TV Show;Save Our Shelter;Unknown;Rocky Kanaka,Rob North;United States;2018-08-18;2015;TV-G;Reality TV;Pet rescue expert Rocky Kanaka and renovation specialist Rob North travel across North America, transforming animal shelters to help homeless pets.;1;Season;1
TV Show;Secret Affair;Unknown;Hee-ae Kim,Ah-in Yoo,Hye-jin Shim,Hyuk-kwon Park,Hye-eun Kim,Soo-jin Kyung,Yong-gun Kim,Chang-wan Kim,Tae-hwan Choi,Kan-hie Lee;South Korea;2017-05-22;2014;TV-14;International TV Shows, Korean TV Shows, Romantic TV Shows;A married middle-aged woman is swept off her feet, both romantically and artistically, by a gifted young pianist.;1;Season;1
TV Show;Servant of the People;Unknown;Vladimir Zelenskiy,Natalya Sumskaya,Viktor Saraykin,Stanislav Boklan,Ekaterina Kisten,Anna Koshmal,Yelena Kravets,Aleksandr Pikalov,Evgeniy Koshevoy,Yuri Krapov;Ukraine;2017-03-01;2015;TV-14;International TV Shows, TV Comedies;After a Ukrainian high school teacher's tirade against government corruption goes viral on social media, he finds himself the country's new president.;1;Season;1
TV Show;Shadow of Truth;Unknown;Unknown;Israel;2017-01-27;2016;TV-MA;Crime TV Shows, Docuseries, International TV Shows;This documentary series explores the explosive 2006 murder case of a 13-year-old Israeli girl and the subsequent conviction of a Ukrainian immigrant.;1;Season;1
TV Show;Shaka Zulu;Unknown;Edward Fox,Robert Powell,Trevor Howard,Fiona Fullerton,Christopher Lee,Henry Cele,Dudu Mkhize,Roy Dotrice,Gordon Jackson,Kenneth Griffith,Conrad Magwaza,Patrick Ndlovu,Roland Mqwebu,Gugu Nxumalo,Tu Nokwe;Italy, South Africa, West Germany, Australia, United States;2019-01-10;1986;TV-14;TV Dramas;This miniseries recounts the early 19th-century conflict between the expanding British Empire in Africa and Shaka, the leader of the vast Zulu Nation.;1;Season;5
TV Show;Sherlock;Unknown;Benedict Cumberbatch,Martin Freeman,Una Stubbs,Rupert Graves,Mark Gatiss,Andrew Scott;United Kingdom, United States;2017-05-15;2017;TV-14;British TV Shows, Crime TV Shows, International TV Shows;In this updated take on Sir Arthur Conan Doyle's beloved mystery tales, the eccentric sleuth prowls the streets of modern London in search of clues.;4;Seasons;2
TV Show;Sid the Science Kid;Unknown;Drew Massey,Julianne Buescher,Victor Yerrid,Alice Dinnean,Donna Kimball,John Munro Cameron,Kristin Charney;United States;2020-03-31;2008;TV-Y;Kids' TV;Armed with a healthy sense of humor and the help of his teacher, friends and family, curious kid Sid tackles questions youngsters have about science.;1;Season;1
TV Show;Silver Spoon;Unknown;Pavel Priluchnyy,Karina Razumovskaya,Dmitry Shevchenko,Denis Shvedov,Alexander Oblasov,Igor Zhizhikin,Bogdan Stypka,Alexander Dyachenko;Russia;2017-09-15;2015;TV-MA;Crime TV Shows, International TV Shows, TV Action & Adventure;Forced to become an apprentice cop, cocky playboy Igor finds he's got a knack for police work. But his job soon takes him down a dark personal path.;2;Seasons;1
TV Show;Sin senos no hay paraíso;Unknown;Carmen Villalobos,Catherine Siachoque,María Fernanda Yépez,Ramiro Meneses,Juan Diego Sánchez,Aylín Mujica,Fabián Ríos,Roberto Mateos;Colombia, Mexico, United States;2017-05-15;2008;TV-14;International TV Shows, Spanish-Language TV Shows, TV Dramas;Inspired by a true story, this TV drama shadows a young Colombian woman who goes to shocking lengths to escape a life of poverty.;1;Season;3
TV Show;Skin Wars;Unknown;Rebecca Romijn,RuPaul,Robin Slonina,Craig Tracy;United States;2016-10-01;2016;TV-14;Reality TV;Artists test their creativity and body painting skills as they face off in a series of elaborate challenges, vying for a grand prize of $100,000.;3;Seasons;1
TV Show;Skin Wars: Fresh Paint;Unknown;RuPaul;United States;2018-12-15;2016;TV-14;Reality TV;"In each episode of this ""Skin Wars"" spinoff hosted by RuPaul, talented artists from various fields compete in body art for the first time.";1;Season;1
TV Show;Slobby's World;Unknown;Robert Hall;United States;2018-12-31;2018;TV-MA;Reality TV;Welcome to the irreverent world of Robert Hall – aka Slobby Robby – a pop culture junkie who buys and sells collectable goods from the '80s and '90s.;1;Season;1
TV Show;Sotus The Series;Unknown;Sangpotirat Perawat,Ruangroj Prachaya;Thailand;2019-05-25;2016;TV-MA;International TV Shows, Romantic TV Shows, TV Dramas;When freshman engineering student Kongpob stands up to older bully Arthit, their confrontation soon leads to a deep attraction between the two boys.;1;Season;1
TV Show;Space Racers;Unknown;Yuri Lowenthal,Meyer DeLeeuw,Johnny Yong Bosch,Phil Lollar,Alicyn Packard,Melissa Hutchison,Joseph J. Terry,Danny Katiana,Katie Leigh;United States;2020-03-31;2014;TV-Y;Kids' TV;Spaceships Eagle, Robyn, Hawk and their pals at the Stardust Space Academy rocket through the galaxy, teaching kids about the wonders of science.;1;Season;1
TV Show;Star-Crossed;Unknown;Aimee Teegarden,Matt Lanter,Grey Damon,Malese Jow,Greg Finley,Natalie Hall,Titus Makin Jr.,Chelsea Gilligan;United States;2015-04-16;2014;TV-14;Romantic TV Shows, TV Dramas, TV Sci-Fi & Fantasy;The passionate love between an alien boy and a human girl grows more and more dangerous as they face the wrath of their families and communities.;1;Season;1
TV Show;Station Horizon;Unknown;Bernard Yerlès,Roland Vouilloz,Gaspard Boesch,Alexandra Vandernoot,Marie Fontannaz,Lavinia Longhi,Baptiste Gilliéron;Switzerland;2016-09-01;2015;TV-MA;International TV Shows, TV Comedies, TV Dramas;Ex-con Joris returns to his Swiss hometown, a community obsessed with American culture and ideals, to start over and save his family's gas station.;1;Season;1
TV Show;Stoked;Unknown;Terry McGurrin,Katie Crown,Kristin Fairlie,Mazin Elsadig,Anastasia Phillips,Arnold Pinnock,Jamie Spilchuk,Lauren Lipson,Fiona Reid,Jeff Geddis;United States, Canada;2017-12-16;2010;TV-PG;Kids' TV;Six teenage groms come together one summer to share a dream: to work at the world-renowned Surfer's Paradise Resort on the legendary Sunset Island.;1;Season;2
TV Show;Stone Age;Unknown;Samantha Moon,Nancy Kim,Jacqueline Youn,Mike Yantzi,Anna Paik,Matt Anipen,Josh Schwartzentruber;South Korea;2019-07-01;2017;TV-Y7;Kids' TV, Korean TV Shows;Woody sets out to become the Stone Age's best animal trainer with a little help from his faithful pet dinosaur, Moga.;1;Season;1
TV Show;Storage Wars: Northern Treasures;Unknown;Ursula Stolf,Paul Kenny,Bogart Kenny,Roy Dirnbeck,Don Reinhart,Rick Coffill,Cindy Hayden;United States;2019-07-22;2015;TV-MA;International TV Shows, Reality TV;In Canada, a colorful collection of treasure-seeking scavengers bid on the largely unknown contents of repossessed and abandoned storage units.;1;Season;1
TV Show;Strawberry Shortcake: Berry Bitty Adventures;Unknown;Anna Cummer,Janyse Jaud,Andrea Libman,Britt McKillip,Ingrid Nilson,Ashleigh Ball;France, United States, Canada;2016-01-01;2015;TV-Y;Kids' TV;Join Strawberry Shortcake and her berry best friends in the whimsical land of Berry Bitty City, where they learn about teamwork and decision-making.;1;Season;3
TV Show;Strong Girl Bong-soon;Unknown;Park Bo-young,Park Hyung-sik,Ji Soo,Shim Hye-jin,Yu Jae-myeong,Jeon Seok-ho,Im Won-hee,Kim Won-hae;South Korea;2019-11-24;2017;TV-14;Crime TV Shows, International TV Shows, Korean TV Shows;Born with supernatural strength, Bong-soon fights evil and procures justice while getting tangled in a love triangle with her CEO boss and cop crush.;1;Season;1
TV Show;Strongland;Unknown;Unknown;Unknown;2019-01-18;2018;TV-PG;Docuseries, International TV Shows;From Spain's countryside to Scotland's stony terrain, this collection of uplifting documentaries explores the cultural roots of great strongman traditions.;1;Season;0
TV Show;Suits;Unknown;Jang Dong-gun,Park Hyung-sik,Jin Hee-kyung,Chae Jung-an,Ko Sung-hee,Choi Guy-hwa,Kim Young-ho,Lee Sang-yi;South Korea;2019-12-01;2018;TV-MA;International TV Shows, Korean TV Shows, TV Comedies;A renowned corporate attorney at a prestigious firm gambles on a dropout with a photographic memory but no law degree to help on high-stakes cases.;1;Season;1
TV Show;Super Bheem;Unknown;Sonal Kaushal,Rupa Bhimani,Julie Tejwani,Sabina Malik,Jigna Bharadhwaj,Rajesh Kawa;India;2019-06-28;2019;TV-Y;Kids' TV;In this 3D-animated spinoff from the Chhota Bheem series, valiant superhero Bheem goes beyond his village to fight the good fight across the universe.;1;Season;1
TV Show;Super Wings;Unknown;Luca Padovan,Evan Smolin,Junah Jang,Colin Critchley;United States, South Korea, China;2020-12-01;2020;TV-Y;Kids' TV, Korean TV Shows;A cheerful jet and his transforming pals strive to find peaceful solutions to their problems while delivering packages to children around the globe.;3;Seasons;3
TV Show;SuperNature: Wild Flyers;Unknown;Unknown;United Kingdom;2017-03-01;2016;TV-PG;British TV Shows, Docuseries, Science & Nature TV;This series examines the aerodynamics of flight and the evolutionary processes that have enabled certain species to survive by taking to the skies.;1;Season;1
TV Show;Surviving R. Kelly Part II: The Reckoning;Unknown;R. Kelly;United States;2020-04-13;2020;TV-MA;Crime TV Shows, Docuseries;As more women come forward with harrowing accusations against R. Kelly, his criminal case gains momentum in this follow-up to the powerful docuseries.;1;Season;1
TV Show;Swami Baba Ramdev: The Untold Story;Unknown;Naman Jain,Kranti Prakash Jha,Tej Sapru,Chetan Pandit,Hitesh Bhardwaj,Sadhil Kapoor;Unknown;2018-05-01;2018;TV-14;International TV Shows, TV Dramas;Born into poverty and denied an education, a village boy overcomes society’s obstacles to become India’s foremost spiritual guru, revered by millions.;1;Season;0
TV Show;Sym-Bionic Titan;Unknown;Tara Strong,Kevin Thoms,Brian Posehn,John DiMaggio,Tim Russ,Don Leslie,Kari Wahlgren;United States;2019-12-15;2010;TV-PG;Kids' TV;Aliens fleeing their planet land on Earth, pose as teenagers and fight off mutant space monsters by joining forces to become a powerful giant robot.;1;Season;1
TV Show;Tales of the City (1993);Unknown;Olympia Dukakis,Donald Moffat,Laura Linney,Marcus D'Amico,Billy Campbell,Thomas Gibson,Paul Gross,Barbara Garrick,Chloe Webb,Nina Foch,Parker Posey,Stanley DeSantis;United Kingdom, United States;2019-06-28;1993;TV-MA;TV Dramas;In 1976, naive Mary Ann Singleton moves to San Francisco and finds a new family in her bohemian landlady and the eclectic residents at 28 Barbary Lane.;1;Season;2
TV Show;Teresa;Unknown;Angelique Boyer,Sebastián Rulli,Aarón Díaz,Cynthia Klitbo,Ana Brenda Contreras,Daniel Arenas,Margarita Magaña,Manuel Landeta,Felicia Mercado,Silvia Mariscal;Mexico;2017-12-31;2010;TV-PG;International TV Shows, Romantic TV Shows, Spanish-Language TV Shows;We all want so much more than we have, but how far are we willing to go to get it?;1;Season;1
TV Show;Th Eena Meena Deeka Chase Comedy Show;Dheeraj Berry;Sanjay Keni,Priya Raina;India;2018-03-31;2015;TV-Y7;Kids' TV, TV Comedies;A hungry fox and three resourceful, surprisingly formidable birds turn the animal kingdom on its head in this lively animated series.;1;Season;1
TV Show;Thackeray;Unknown;Unknown;India;2019-05-25;2019;TV-MA;TV Shows;From controversial cartoonist to powerful Mumbai politician, this biopic maps the meteoric rise of far-right Shiv Sena party founder, Bal Thackeray.;1;Season;1
TV Show;The 2000s;Unknown;Unknown;United States;2019-02-19;2018;TV-MA;Docuseries;Examine the triumphs, tragedies, cultural shifts and technological leaps that occurred during the millennium's first decade.;1;Season;1
TV Show;The Adjusters;Unknown;Rynn Lim,Chris Tong,Aric Ho,Chan Fong;Unknown;2017-09-18;2010;TV-PG;International TV Shows, TV Dramas;An insurance adjuster investigates cases of possible fraud while hiding a romance with a colleague, unaware that someone he trusts is toying with him.;2;Seasons;0
TV Show;The Bachelor;Unknown;Unknown;Unknown;2019-12-01;2009;TV-14;Reality TV, Romantic TV Shows;A single man searches for his soulmate through a series of dates with 25 contestants ready to romance him for a chance at love.;1;Season;0
TV Show;The Beat;Unknown;Henley Hii,Yise Loo,Aric Ho,Tiffany Leong,Issac Dang,Christy Yow;Unknown;2017-09-18;2012;TV-MA;International TV Shows, TV Dramas;The artistic pursuits of two childhood friends, an aspiring singer and a talented dancer, lead them to four other 20-somethings in a drumming group.;1;Season;0
TV Show;The Beginning of Life: The Series;Estela Renner;Unknown;Brazil;2016-11-11;2016;TV-PG;Docuseries, International TV Shows, Science & Nature TV;Using breakthroughs in technology and neuroscience, this series examines how environment affects infants – and how infants can affect our future.;1;Season;1
TV Show;The Bible's Buried Secrets;Unknown;Francesca Stavrakopoulou;United Kingdom;2019-02-01;2011;TV-14;British TV Shows, Docuseries, Science & Nature TV;Host Francesca Stavrakopoulou travels across the Middle East, offering extraordinary insights into the stories of the Old Testament.;1;Season;1
TV Show;The Big Catch;Unknown;Ben Fogle;United Kingdom;2019-02-01;2015;TV-PG;British TV Shows, Reality TV;In a global competition, eight fishing enthusiasts battle extreme conditions and dangerous waters to be crowned the ultimate angler.;1;Season;1
TV Show;The Blue Planet: A Natural History of the Oceans;Alastair Fothergill;David Attenborough;United Kingdom;2015-10-10;2001;TV-G;British TV Shows, Docuseries, International TV Shows;David Attenborough narrates this definitive exploration of the marine world, from the familiar to the unknown, revealing the sea and its communities.;1;Season;1
